"","iphone","iphonedisunc","samsungperpos","samsungcampos","samsungperneg","samsungcamneg","iphonecamunc","ios","htcperneg","googleandroid","iphonecamneg","samsungdisneg","samsungperunc","samsungdispos","iphonedisneg","googleperneg","googleperpos","htccamunc","samsunggalaxy","iphonedispos","iphoneperpos","htcphone","samsungcamunc","htccamneg","iphonecampos","htcdisneg","htcdisunc","googleperunc","samsungdisunc","htcdispos","htccampos","iphoneperunc","iphoneperneg","sonyxperia","htcperpos","htcperunc","iphonesentiment"
"536",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"537",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"538",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"539",5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"540",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"541",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"542",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"543",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"544",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"545",3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"negative"
"546",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"547",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"548",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"549",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"550",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"551",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"552",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"553",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"554",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"555",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"556",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"557",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"558",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"559",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"560",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"561",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"562",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"563",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"564",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"565",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"566",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"567",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"568",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"569",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"570",7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"571",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"572",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"573",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"574",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"575",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"576",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"577",7,3,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,0,3,0,0,0,0,0,0,2,2,0,0,0,"negative"
"578",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"579",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"580",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"581",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"582",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"583",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"584",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"585",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"negative"
"586",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"587",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"588",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"589",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"590",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"591",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"592",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"593",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"594",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"595",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"596",11,2,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,2,1,2,3,3,1,5,0,3,1,"negative"
"597",5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"598",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"599",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"600",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"601",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"602",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"603",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"604",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"605",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"606",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"607",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"608",11,1,3,3,5,5,4,0,5,2,5,5,1,3,5,5,3,4,1,3,3,1,4,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"609",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"610",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"611",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"612",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"613",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"614",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"615",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"616",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"617",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"618",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"619",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"620",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"621",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"622",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"623",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"624",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"625",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"626",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"627",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"628",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"629",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"630",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"631",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"632",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"633",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"634",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"635",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"636",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"637",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"638",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"639",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"640",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"641",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"642",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"643",11,1,3,3,6,6,2,0,6,2,6,5,1,3,5,6,3,2,1,3,3,1,2,6,3,5,1,1,1,3,3,1,6,0,3,1,"negative"
"644",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"645",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"646",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"647",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"648",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"649",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"650",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"651",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"652",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"653",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"654",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"655",26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"negative"
"656",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"657",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"658",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"659",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"660",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"661",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"662",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"663",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"664",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"665",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"negative"
"666",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"667",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"668",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"669",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"670",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"671",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"672",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"673",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"674",11,1,3,3,5,5,4,0,5,2,5,5,1,3,5,5,3,4,1,3,3,1,4,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"675",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"676",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"677",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"678",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"679",11,2,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,2,1,2,3,3,1,5,0,3,1,"negative"
"680",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"681",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"682",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"683",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"684",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"685",11,1,3,3,6,6,2,0,6,2,6,5,1,3,5,6,3,2,1,3,3,1,2,6,3,5,1,1,1,3,3,1,6,0,3,1,"negative"
"686",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"687",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"688",11,1,3,3,6,6,2,0,6,2,6,5,1,3,5,6,3,2,1,3,3,1,2,6,3,5,1,1,1,3,3,1,6,0,3,1,"negative"
"689",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"690",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"691",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"692",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"693",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"694",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"695",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"696",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"negative"
"697",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"698",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"699",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"negative"
"700",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"701",8,2,0,0,0,0,2,0,0,0,4,0,0,0,3,0,0,0,0,5,7,0,0,0,3,0,0,0,0,0,0,4,5,0,0,0,"negative"
"702",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"703",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"704",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"705",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
"706",11,1,3,3,5,5,1,0,5,2,5,5,1,3,5,5,3,1,1,3,3,1,1,5,3,5,1,1,1,3,3,1,5,0,3,1,"negative"
